api_id,status,hitool_symbol,test_evidence,notes
cn.hutool.core.codec::BCD#,idiomatic,"hitool_core::{bcd_encode,bcd_decode,bcd_encode_ascii_prefix}",crates/hitool-core/src/radix_codec.rs::text_stream_file_and_bcd_overloads_are_bounded_and_reversible,Hutool overloads are consolidated into typed Rust APIs; official Hutool vectors are asserted.
cn.hutool.log::LogFactory#,idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::LogFactory#(String name),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::getName#String (),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::getLog#Log (String name),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::getLog#Log (Class<?> clazz),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::createLog#Log (String name),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::createLog#Log (Class<?> clazz),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::getCurrentLogFactory#LogFactory (),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::setCurrentLogFactory#LogFactory (Class<? extends LogFactory> logFactoryClass),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::setCurrentLogFactory#LogFactory (LogFactory logFactory),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::get#Log (String name),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::get#Log (Class<?> clazz),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::get#Log (),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::LogFactory::create#LogFactory (),idiomatic,hitool_log::LogFactory,crates/hitool-log/src/compat.rs::factory_caches_and_creates_loggers,An owned thread-safe factory supports cached and uncached loggers with an injectable sink.
cn.hutool.log::StaticLog#,idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::trace#void (String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::trace#void (Log log, String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::debug#void (String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::debug#void (Log log, String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::info#void (String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::info#void (Log log, String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::warn#void (String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::warn#void (Throwable e, String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::warn#void (Log log, String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::warn#void (Log log, Throwable e, String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
cn.hutool.log::StaticLog::error#void (Throwable e),idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::error#void (String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::error#void (Throwable e, String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::error#void (Log log, Throwable e)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::error#void (Log log, String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::error#void (Log log, Throwable e, String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
"cn.hutool.log::StaticLog::log#void (Level level, Throwable t, String format, Object... arguments)",idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
cn.hutool.log::StaticLog::get#Log (Class<?> clazz),idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
cn.hutool.log::StaticLog::get#Log (String name),idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
cn.hutool.log::StaticLog::get#Log (),idiomatic,hitool_log::StaticLog,crates/hitool-log/src/compat.rs::static_facade_uses_replaceable_global,The static migration facade delegates every level to the replaceable compatibility factory.
cn.hutool.log.dialect.commons::ApacheCommonsLog#,idiomatic,hitool_log::dialect,crates/hitool-log/src/compat.rs::tracing_sink_supports_all_levels,Hutool backend names remain migration aliases while one tracing sink replaces duplicated Java logging backends.
"cn.hutool.log.dialect.commons::ApacheCommonsLog::ApacheCommonsLog#(Log logger, String name)",idiomatic,hitool_log::dialect,crates/hitool-log/src/compat.rs::tracing_sink_supports_all_levels,Hutool backend names remain migration aliases while one tracing sink replaces duplicated Java logging backends.
cn.hutool.log.dialect.commons::ApacheCommonsLog::ApacheCommonsLog#(Class<?> clazz),idiomatic,hitool_log::dialect,crates/hitool-log/src/compat.rs::tracing_sink_supports_all_levels,Hutool backend names remain migration aliases while one tracing sink replaces duplicated Java logging backends.
cn.hutool.log.dialect.commons::ApacheCommonsLog::ApacheCommonsLog#(String name),idiomatic,hitool_log::dialect,crates/hitool-log/src/compat.rs::tracing_sink_supports_all_levels,Hutool backend names remain migration aliases while one tracing sink replaces duplicated Java logging backends.
cn.hutool.log.dialect.commons::ApacheCommonsLog::getName#String (),idiomatic,hitool_log::dialect,crates/hitool-log/src/compat.rs::tracing_sink_supports_all_levels,Hutool backend names remain migration aliases while one tracing sink replaces duplicated Java logging backends.
cn.hutool.log.dialect.commons::ApacheCommonsLog::isTraceEnabled#boolean (),idiomatic,hitool_log::dialect,crates/hitool-log/src/compat.rs::tracing_sink_supports_all_levels,Hutool backend names remain migration aliases while one tracing sink replaces duplicated Java logging backends.
"cn.hutool.log.dialect.commons::ApacheCommonsLog::trace#void (String fqcn, Throwable t, String format, Object... arguments)",idiomatic,hitool_log::dialect,crates/hitool-log/src/compat.rs::tracing_sink_supports_all_levels,Hutool backend names remain migration aliases while one tracing sink replaces duplicated Java logging backends.
cn.hutool.log.dialect.commons::ApacheCommonsLog::isDebugEnabled#boolean (),idiomatic,hitool_log::dialect,crates/hitool-log/src/compat.rs::tracing_sink_supports_all_levels,Hutool backend names remain migration aliases while one tracing sink replaces duplicated Java logging backends.
"cn.hutool.log.dialect.commons::ApacheCommonsLog::debug#void (String fqcn, Throwable t, String format, Object... arguments)",idiomatic,hitool_log::dialect,crates/hitool-log/src/compat.rs::tracing_sink_supports_all_levels,Hutool backend names remain migration aliases while one tracing sink replaces duplicated Java logging backends.
cn.hutool.log.dialect.commons::ApacheCommonsLog::isInfoEnabled#boolean (),idiomatic,hitool_log::dialect,crates/hitool-log/src/compat.rs::tracing_sink_supports_all_levels,Hutool backend names remain migration aliases while one tracing sink replaces duplicated Java logging backends.
"cn.hutool.log.dialect.commons::ApacheCommonsLog::info#void (String fqcn, Throwable t, String format, Object... arguments)",idiomatic,hitool_log::dialect,crates/hitool-log/src/compat.rs::tracing_sink_supports_all_levels,Hutool backend names remain migration aliases while one tracing sink replaces duplicated Java logging backends.
cn.hutool.log.dialect.commons::ApacheCommonsLog::isWarnEnabled#boolean (),idiomatic,hitool_log::dialect,crates/hitool-log/src/compat.rs::tracing_sink_supports_all_levels,Hutool backend names remain migration aliases while one tracing sink replaces duplicated Java logging backends.
